league,season,team,player,nation,pos,age,born,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks
ENG-Premier League,2425,Wolves,Boubacar Traoré,MLI,MF,22,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2425,Wolves,Carlos Forbs,POR,"MF,FW",20,2004,2.7,91,89,2,0,0,0,9,2,0,0,0,0,60,0,9
ENG-Premier League,2425,Wolves,Chiquinho,POR,MF,24,2000,0.1,3,3,0,0,0,0,1,0,0,0,0,0,3,0,0
ENG-Premier League,2425,Wolves,Craig Dawson,ENG,DF,34,1990,10.8,559,528,30,20,1,11,0,0,0,0,0,0,484,1,0
ENG-Premier League,2425,Wolves,Daniel Bentley,ENG,GK,31,1993,2.0,65,45,20,7,0,0,0,0,0,0,0,0,49,0,0
ENG-Premier League,2425,Wolves,Daniel Podence,POR,"MF,FW",28,1995,0.5,16,15,1,1,0,0,1,0,0,0,0,0,11,0,2
ENG-Premier League,2425,Wolves,Emmanuel Agbadou,CIV,DF,27,1997,15.7,1001,955,43,28,1,11,2,0,0,0,0,0,855,3,5
ENG-Premier League,2425,Wolves,Gonçalo Guedes,POR,"MF,FW",27,1996,11.1,349,312,34,0,1,5,22,14,1,1,0,0,259,3,10
ENG-Premier League,2425,Wolves,Hwang Hee-chan,KOR,"MF,FW",28,1996,7.3,204,189,14,2,1,0,8,6,0,0,0,0,166,1,9
ENG-Premier League,2425,Wolves,Jean-Ricner Bellegarde,FRA,"MF,FW",26,1998,18.6,599,575,23,9,5,4,44,3,5,4,0,0,475,1,21
ENG-Premier League,2425,Wolves,José Sá,POR,GK,31,1993,29.0,924,706,215,65,1,0,0,0,0,0,0,0,592,3,1
ENG-Premier League,2425,Wolves,João Gomes,BRA,MF,23,2001,33.0,1623,1564,56,27,5,9,29,17,1,1,0,0,1380,3,24
ENG-Premier League,2425,Wolves,Jørgen Strand Larsen,NOR,FW,24,2000,28.7,457,443,14,0,1,2,6,0,0,0,0,0,295,0,19
ENG-Premier League,2425,Wolves,Mario Lemina,GAB,"MF,DF",30,1993,15.2,613,582,26,9,6,4,10,9,0,0,0,0,493,5,7
ENG-Premier League,2425,Wolves,Marshall Munetsi,ZIM,"MF,FW",28,1996,12.0,212,205,7,0,1,0,10,1,0,0,0,0,152,0,5
ENG-Premier League,2425,Wolves,Mateus Mane,,MF,,,0.0,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
ENG-Premier League,2425,Wolves,Matheus Cunha,BRA,"MF,FW",25,1999,28.9,1133,938,185,52,14,15,142,32,73,40,23,3,811,10,34
ENG-Premier League,2425,Wolves,Matt Doherty,IRL,DF,32,1992,23.4,1302,1177,121,55,2,22,22,66,0,0,0,0,1078,4,14
ENG-Premier League,2425,Wolves,Nasser Djiga,BFA,DF,21,2002,0.7,48,45,3,1,0,0,0,2,0,0,0,0,40,0,2
ENG-Premier League,2425,Wolves,Nélson Semedo,POR,DF,30,1993,32.1,1357,1142,210,12,1,5,63,198,0,0,0,0,1096,5,36
ENG-Premier League,2425,Wolves,Pablo Sarabia,ESP,"MF,FW",32,1992,9.0,445,372,65,22,5,2,47,10,24,22,2,0,308,8,19
ENG-Premier League,2425,Wolves,Pedro Lima,BRA,DF,18,2006,0.8,38,31,7,0,0,0,5,7,0,0,0,0,28,0,2
ENG-Premier League,2425,Wolves,Rayan Aït-Nouri,ALG,DF,23,2001,34.5,1721,1397,320,44,3,4,94,246,30,24,1,0,1449,4,42
ENG-Premier League,2425,Wolves,Rodrigo Gomes,POR,"DF,FW",21,2003,9.0,309,267,41,1,1,0,23,39,1,0,1,0,212,1,10
ENG-Premier League,2425,Wolves,Sam Johnstone,ENG,GK,31,1993,7.0,278,230,47,22,0,0,0,0,0,0,0,0,184,1,2
ENG-Premier League,2425,Wolves,Santiago Bueno,URU,DF,25,1998,18.7,842,807,34,21,1,3,0,4,0,0,0,0,741,1,9
ENG-Premier League,2425,Wolves,Tom King,WAL,GK,29,1995,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2425,Wolves,Tommy Doyle,ENG,MF,22,2001,5.4,392,353,35,19,0,6,15,3,12,6,4,0,321,4,8
ENG-Premier League,2425,Wolves,Toti Gomes,POR,DF,25,1999,29.0,1714,1618,95,46,0,3,13,35,0,0,0,0,1473,1,21
ENG-Premier League,2425,Wolves,Yerson Mosquera,COL,DF,23,2001,4.9,240,230,9,4,0,1,2,0,0,0,0,0,205,1,3
