league,season,team,player,nation,pos,age,born,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,expected_xg,expected_npxg,expected_xag,expected_npxg+xag,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,per_90_minutes_xg,per_90_minutes_xag,per_90_minutes_xg+xag,per_90_minutes_npxg,per_90_minutes_npxg+xag,performance_recov,aerial_duels_won,aerial_duels_lost,aerial_duels_won%,att,pass_types_live,pass_types_dead,pass_types_fk,pass_types_tb,pass_types_sw,pass_types_crs,pass_types_ti,pass_types_ck,touches_touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,take-ons_att,take-ons_succ,take-ons_succ%,take-ons_tkld,take-ons_tkld%,carries_carries,carries_totdist,carries_prgdist,carries_1/3,carries_cpa,carries_mis,carries_dis,receiving_rec,expected_npxg/sh,expected_g-xg,expected_np:g-xg
ENG-Premier League,2425,Brighton,Lewis Dunk,ENG,DF,32.0,1991.0,25,23,2083,23.1,0,0,0,0,0,0,5,0,0.8,0.8,0.5,1.3,20,142,3,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.06,0.03,0.06,104,51,31,62.2,1953,1818,131,67,2,10,5,10,0,2127,258,993,1031,113,21,2127,1,0,0.0,1,100.0,1341,6155,3345,19,0,9,3,1556,0.07,-0.8,-0.8
ENG-Premier League,2425,Brighton,Mats Wieffer,NED,"DF,MF",24.0,1999.0,25,10,1015,11.3,1,3,4,1,0,0,6,0,0.8,0.8,1.6,2.4,18,62,23,0.09,0.27,0.35,0.09,0.35,0.07,0.14,0.21,0.07,0.21,68,32,25,56.1,698,647,49,13,0,1,13,36,0,867,55,223,450,206,22,867,15,7,46.7,7,46.7,483,2351,1051,20,1,19,9,533,0.08,0.2,0.2
ENG-Premier League,2425,Brighton,Matt O'Riley,DEN,MF,23.0,2000.0,21,11,938,10.4,2,2,4,1,1,1,1,0,2.8,2.0,2.4,4.4,22,38,52,0.19,0.19,0.38,0.1,0.29,0.27,0.23,0.5,0.2,0.42,29,5,8,38.5,413,345,67,13,2,2,51,1,36,525,20,80,232,215,47,524,13,8,61.5,4,30.8,275,1139,544,12,8,19,4,307,0.1,-0.8,-1.0
ENG-Premier League,2425,Brighton,Pervis Estupiñán,ECU,DF,26.0,1998.0,30,26,2402,26.7,1,1,2,1,0,0,5,0,1.2,1.2,2.1,3.3,59,132,112,0.04,0.04,0.07,0.04,0.07,0.04,0.08,0.12,0.04,0.12,147,46,26,63.9,1610,1370,237,20,0,5,119,180,37,1915,89,493,936,506,35,1915,34,19,55.9,13,38.2,1023,5007,2689,61,9,34,27,1144,0.04,-0.2,-0.2
ENG-Premier League,2425,Brighton,Simon Adingra,CIV,"FW,MF",22.0,2002.0,29,12,1097,12.2,2,2,4,2,0,0,0,0,2.5,2.5,2.5,4.9,50,18,136,0.16,0.16,0.33,0.16,0.33,0.2,0.2,0.4,0.2,0.4,47,7,4,63.6,382,372,9,0,2,0,41,8,1,548,10,66,174,315,76,548,50,21,42.0,27,54.0,366,2514,1300,21,27,39,12,388,0.07,-0.5,-0.5
ENG-Premier League,2425,Brighton,Solly March,ENG,"FW,MF",30.0,1994.0,8,1,168,1.9,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,5,2,20,0.0,0.0,0.0,0.0,0.0,0.05,0.15,0.19,0.05,0.19,7,1,2,33.3,95,81,14,1,0,1,20,6,6,118,3,12,33,73,7,118,4,1,25.0,3,75.0,57,398,167,2,3,3,1,67,0.04,-0.1,-0.1
ENG-Premier League,2425,Brighton,Tariq Lamptey,GHA,DF,23.0,2000.0,15,10,860,9.6,2,2,4,2,0,0,0,0,0.4,0.4,0.8,1.2,32,14,45,0.21,0.21,0.42,0.21,0.42,0.04,0.08,0.12,0.04,0.12,39,1,14,6.7,413,346,66,5,0,1,28,60,1,535,29,161,224,154,11,535,31,10,32.3,18,58.1,292,2081,1034,17,3,11,5,302,0.06,1.6,1.6
ENG-Premier League,2425,Brighton,Yankuba Minteh,GAM,"FW,MF",20.0,2004.0,32,20,1838,20.4,6,4,10,6,0,0,6,0,4.1,4.1,5.0,9.1,90,48,201,0.29,0.2,0.49,0.29,0.49,0.2,0.24,0.44,0.2,0.44,85,17,34,33.3,557,510,45,9,4,4,91,20,16,836,30,135,228,491,146,836,98,46,46.9,43,43.9,481,3573,2105,24,67,53,28,511,0.12,1.9,1.9
ENG-Premier League,2425,Brighton,Yasin Ayari,SWE,MF,20.0,2003.0,34,22,1965,21.8,2,1,3,2,0,0,3,0,2.4,2.4,2.3,4.8,30,75,61,0.09,0.05,0.14,0.09,0.14,0.11,0.11,0.22,0.11,0.22,118,16,20,44.4,973,880,92,34,10,1,69,3,37,1233,58,275,624,354,45,1233,45,18,40.0,18,40.0,655,3244,1466,25,6,38,22,801,0.09,-0.4,-0.4
ENG-Premier League,2425,Chelsea,Axel Disasi,FRA,DF,26.0,1998.0,6,4,364,4.0,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.4,6,16,2,0.25,0.0,0.25,0.25,0.25,0.07,0.02,0.09,0.07,0.09,15,5,2,71.4,293,266,27,10,0,1,0,17,0,323,17,110,175,40,2,323,1,1,100.0,0,0.0,196,953,519,3,0,1,3,242,0.14,0.7,0.7
ENG-Premier League,2425,Chelsea,Benoît Badiashile,FRA,DF,23.0,2001.0,5,3,334,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,17,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,8,2,80.0,304,288,15,5,0,1,0,0,0,336,31,138,186,13,0,336,1,0,0.0,1,100.0,177,660,340,5,0,1,0,247,,0.0,0.0
ENG-Premier League,2425,Chelsea,Christopher Nkunku,FRA,FW,26.0,1997.0,27,9,921,10.2,3,2,5,3,0,0,2,0,4.8,4.8,2.1,6.9,17,25,68,0.29,0.2,0.49,0.29,0.49,0.47,0.21,0.68,0.47,0.67,29,16,22,42.1,334,327,7,1,2,1,4,0,2,448,10,52,183,217,52,448,27,10,37.0,14,51.9,280,1368,628,16,13,18,17,356,0.19,-1.8,-1.8
ENG-Premier League,2425,Chelsea,Cole Palmer,ENG,"MF,FW",22.0,2002.0,37,36,3191,35.5,15,8,23,11,4,5,7,0,17.3,13.3,10.9,24.2,120,214,187,0.42,0.23,0.65,0.31,0.54,0.49,0.31,0.79,0.38,0.68,106,2,7,22.2,1480,1273,198,45,22,14,144,17,75,1851,23,150,824,901,144,1846,113,51,45.1,46,40.7,1173,7917,3804,76,41,71,37,1366,0.11,-2.3,-2.3
ENG-Premier League,2425,Chelsea,Enzo Fernández,ARG,MF,23.0,2001.0,36,32,2947,32.7,6,7,13,6,0,0,8,0,6.1,6.1,6.8,12.9,60,212,126,0.18,0.21,0.4,0.18,0.4,0.19,0.21,0.39,0.19,0.39,156,14,29,32.6,1900,1757,134,53,14,26,109,4,74,2210,37,346,1129,751,81,2210,55,26,47.3,21,38.2,1211,5652,2735,55,9,29,28,1622,0.11,-0.1,-0.1
ENG-Premier League,2425,Chelsea,Filip Jørgensen,DEN,GK,22.0,2002.0,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,,189,169,20,2,0,0,0,0,0,202,174,201,1,0,0,202,0,0,,0,,145,676,423,0,0,0,0,139,,0.0,0.0
ENG-Premier League,2425,Chelsea,Jadon Sancho,ENG,FW,24.0,2000.0,31,19,1764,19.6,3,4,7,3,0,0,2,0,2.2,2.2,3.7,5.8,102,90,225,0.15,0.2,0.36,0.15,0.36,0.11,0.19,0.3,0.11,0.3,99,6,11,35.3,803,791,11,1,7,1,25,9,1,975,13,117,283,585,121,975,97,45,46.4,40,41.2,653,4450,2435,35,57,30,21,760,0.09,0.8,0.8
ENG-Premier League,2425,Chelsea,Joshua Acheampong,ENG,DF,18.0,2006.0,4,2,170,1.9,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,8,0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,7,1,6,14.3,124,121,3,2,0,0,0,1,0,137,7,48,81,8,3,137,2,1,50.0,0,0.0,106,709,409,2,0,2,0,111,0.11,-0.2,-0.2
ENG-Premier League,2425,Chelsea,João Félix,POR,"FW,MF",24.0,1999.0,12,3,369,4.1,1,1,2,1,0,0,2,0,2.2,2.2,1.0,3.2,21,26,30,0.24,0.24,0.49,0.24,0.49,0.54,0.23,0.78,0.54,0.78,22,4,5,44.4,199,193,5,2,2,1,0,3,0,272,2,26,128,125,30,272,31,10,32.3,14,45.2,193,1248,712,13,5,6,4,218,0.11,-1.2,-1.2
ENG-Premier League,2425,Chelsea,Kiernan Dewsbury-Hall,ENG,"MF,FW",25.0,1998.0,13,2,264,2.9,0,1,1,0,0,0,0,0,0.2,0.2,1.1,1.3,5,14,11,0.0,0.34,0.34,0.0,0.34,0.08,0.36,0.44,0.08,0.44,9,0,1,0.0,152,147,4,1,0,1,2,0,2,184,5,30,96,58,6,184,4,2,50.0,2,50.0,95,483,221,1,0,1,3,138,0.22,-0.2,-0.2
ENG-Premier League,2425,Chelsea,Levi Colwill,ENG,DF,21.0,2003.0,35,35,3149,35.0,2,1,3,2,0,0,9,0,1.9,1.9,1.1,3.0,14,131,12,0.06,0.03,0.09,0.06,0.09,0.05,0.03,0.09,0.05,0.09,121,82,53,60.7,2619,2418,197,91,3,7,13,7,0,2904,383,1363,1417,140,36,2904,12,6,50.0,5,41.7,1621,7389,4028,12,1,14,8,2092,0.11,0.1,0.1
ENG-Premier League,2425,Chelsea,Malo Gusto,FRA,DF,21.0,2003.0,32,19,1862,20.7,0,1,1,0,0,0,4,0,1.7,1.7,1.4,3.1,50,119,85,0.0,0.05,0.05,0.0,0.05,0.08,0.07,0.15,0.08,0.15,119,9,15,37.5,1385,1230,153,37,2,3,53,116,0,1595,64,387,772,451,43,1595,16,4,25.0,11,68.8,882,4513,2248,36,8,18,17,1072,0.08,-1.7,-1.7
ENG-Premier League,2425,Chelsea,Marc Cucurella,ESP,DF,26.0,1998.0,36,33,2988,33.2,5,1,6,5,0,0,10,1,2.8,2.8,2.1,4.9,35,118,117,0.15,0.03,0.18,0.15,0.18,0.08,0.06,0.15,0.08,0.15,130,32,57,36.0,1916,1634,275,28,2,1,31,245,2,2244,119,677,1045,532,75,2244,15,4,26.7,9,60.0,944,4027,2336,22,2,28,7,1385,0.12,2.2,2.2
ENG-Premier League,2425,Chelsea,Marc Guiu,ESP,FW,18.0,2006.0,3,0,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,2,0,1,0.0,16,14,2,0,0,0,0,0,0,22,0,2,8,12,3,22,1,0,0.0,1,100.0,12,30,8,0,0,2,0,12,,0.0,0.0
ENG-Premier League,2425,Chelsea,Mathis Amougou,FRA,MF,18.0,2006.0,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,,7,7,0,0,0,0,0,0,0,9,1,2,4,3,0,9,0,0,,0,,7,25,5,1,0,0,1,6,,0.0,0.0
ENG-Premier League,2425,Chelsea,Moisés Caicedo,ECU,"MF,DF",22.0,2001.0,38,38,3351,37.2,1,2,3,1,0,0,11,0,0.8,0.8,3.0,3.8,43,215,37,0.03,0.05,0.08,0.03,0.08,0.02,0.08,0.1,0.02,0.1,229,35,16,68.6,2194,2116,74,47,12,13,10,27,0,2579,95,562,1570,476,15,2579,64,29,45.3,22,34.4,1409,6882,3384,38,2,37,25,1780,0.04,0.2,0.2
ENG-Premier League,2425,Chelsea,Mykhailo Mudryk,UKR,FW,23.0,2001.0,7,1,151,1.7,0,0,0,0,0,0,0,0,0.3,0.3,1.0,1.2,7,5,12,0.0,0.0,0.0,0.0,0.0,0.15,0.58,0.73,0.15,0.73,9,2,4,33.3,42,40,2,0,1,0,7,0,2,62,3,12,15,38,6,62,8,3,37.5,5,62.5,39,468,227,8,0,3,7,42,0.25,-0.3,-0.3
ENG-Premier League,2425,Chelsea,Nicolas Jackson,SEN,FW,23.0,2001.0,30,28,2220,24.7,10,5,15,10,0,0,7,1,12.3,12.3,4.3,16.6,47,38,129,0.41,0.2,0.61,0.41,0.61,0.5,0.17,0.67,0.5,0.67,48,21,36,36.8,399,385,12,1,1,0,3,4,0,687,19,50,285,361,141,687,61,18,29.5,32,52.5,417,2510,1316,25,32,71,41,514,0.16,-2.3,-2.3
ENG-Premier League,2425,Chelsea,Noni Madueke,ENG,FW,22.0,2002.0,32,27,2033,22.6,7,3,10,7,0,0,3,0,9.6,9.6,4.2,13.9,154,69,226,0.31,0.13,0.44,0.31,0.44,0.43,0.19,0.61,0.43,0.61,84,11,19,36.7,685,660,20,1,1,4,63,18,1,980,22,101,301,595,184,980,102,45,44.1,46,45.1,641,5413,3485,50,93,52,25,756,0.12,-2.6,-2.6
ENG-Premier League,2425,Chelsea,Pedro Neto,POR,FW,24.0,2000.0,35,24,2269,25.2,4,6,10,4,0,0,8,0,3.5,3.5,6.7,10.2,126,60,253,0.16,0.24,0.4,0.16,0.4,0.14,0.27,0.4,0.14,0.4,81,11,30,26.8,895,807,86,14,0,5,149,13,56,1153,13,100,336,735,116,1153,104,34,32.7,46,44.2,746,6336,3342,57,45,45,30,838,0.06,0.5,0.5
ENG-Premier League,2425,Chelsea,Reece James,ENG,"DF,MF",24.0,1999.0,19,12,1063,11.8,1,1,2,1,0,0,1,0,0.4,0.4,0.7,1.1,7,64,12,0.08,0.08,0.17,0.08,0.17,0.04,0.06,0.1,0.04,0.1,66,23,9,71.9,854,731,119,36,4,2,43,64,19,952,43,267,516,176,7,952,17,7,41.2,6,35.3,486,1877,822,4,1,7,9,607,0.04,0.6,0.6
ENG-Premier League,2425,Chelsea,Renato Veiga,POR,"DF,MF",21.0,2003.0,7,1,181,2.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,4,7,3,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,9,3,3,50.0,139,127,12,5,0,0,0,7,0,167,2,61,82,27,3,167,5,3,60.0,2,40.0,85,417,144,5,1,1,0,110,0.05,-0.1,-0.1
ENG-Premier League,2425,Chelsea,Robert Sánchez,ESP,GK,26.0,1997.0,32,32,2880,32.0,0,0,0,0,0,0,5,0,0.0,0.0,0.1,0.1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,12,0,100.0,1249,1086,156,74,0,6,0,0,0,1323,980,1311,12,0,0,1323,0,0,,0,,881,4456,2852,0,0,0,0,822,,0.0,0.0
ENG-Premier League,2425,Chelsea,Roméo Lavia,BEL,MF,20.0,2004.0,16,11,797,8.9,0,1,1,0,0,0,4,0,0.3,0.3,0.7,1.0,3,31,7,0.0,0.11,0.11,0.0,0.11,0.03,0.08,0.11,0.03,0.11,40,12,6,66.7,424,419,3,3,3,3,0,0,0,493,17,109,319,71,1,493,16,10,62.5,6,37.5,295,1373,567,9,0,3,7,359,0.13,-0.3,-0.3
ENG-Premier League,2425,Chelsea,Shumaira Mheuka,ENG,MF,16.0,2007.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,5.06,0.0,5.06,5.06,5.06,0,1,0,100.0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,2,0,0,,0,,1,0,0,0,0,0,0,2,0.06,-0.1,-0.1
ENG-Premier League,2425,Chelsea,Tosin Adarabioyo,ENG,DF,26.0,1997.0,22,15,1409,15.7,1,1,2,1,0,0,4,0,0.9,0.9,0.2,1.2,5,42,1,0.06,0.06,0.13,0.06,0.13,0.06,0.01,0.07,0.06,0.07,41,42,28,60.0,1184,1142,39,23,2,3,0,4,0,1330,175,630,674,27,14,1330,6,4,66.7,1,16.7,777,3207,1809,2,0,4,0,1000,0.07,0.1,0.1
ENG-Premier League,2425,Chelsea,Trevoh Chalobah,ENG,DF,25.0,1999.0,13,11,910,10.1,0,1,1,0,0,0,2,0,0.8,0.8,1.2,2.0,4,37,2,0.0,0.1,0.1,0.0,0.1,0.08,0.12,0.19,0.08,0.19,29,23,12,65.7,677,654,23,11,1,2,3,10,0,774,73,331,389,59,12,774,5,2,40.0,1,20.0,426,1753,772,5,1,3,2,574,0.11,-0.8,-0.8
ENG-Premier League,2425,Chelsea,Tyrique George,ENG,FW,18.0,2006.0,8,1,183,2.0,1,1,2,1,0,0,1,0,0.2,0.2,0.7,0.9,9,3,22,0.49,0.49,0.98,0.49,0.98,0.1,0.36,0.46,0.1,0.46,4,0,4,0.0,54,53,1,0,0,0,3,1,0,70,1,11,21,39,9,70,5,3,60.0,2,40.0,46,373,209,1,5,3,0,53,0.07,0.8,0.8
ENG-Premier League,2425,Chelsea,Wesley Fofana,FRA,DF,23.0,2000.0,14,14,1172,13.0,0,0,0,0,0,0,7,0,0.4,0.4,0.4,0.8,19,32,4,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.07,0.03,0.06,54,27,12,69.2,803,758,44,23,0,0,1,20,0,933,81,370,523,55,10,933,15,8,53.3,3,20.0,557,3149,1614,12,1,16,5,665,0.13,-0.4,-0.4
ENG-Premier League,2425,Crystal Palace,Adam Wharton,ENG,MF,20.0,2004.0,20,16,1318,14.6,0,2,2,0,0,0,2,0,0.4,0.4,3.0,3.4,14,107,11,0.0,0.14,0.14,0.0,0.14,0.03,0.21,0.23,0.03,0.23,102,7,16,30.4,725,678,40,14,5,1,39,0,26,872,30,204,463,212,11,872,10,2,20.0,8,80.0,430,2014,1078,23,2,17,13,533,0.03,-0.4,-0.4
ENG-Premier League,2425,Crystal Palace,Asher Agbinone,ENG,MF,18.0,2005.0,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,2,0,1,0.0,0.0,0.0,0.0,0.0,0.29,0.5,0.79,0.29,0.79,0,0,1,0.0,3,3,0,0,0,0,1,0,0,8,0,0,2,6,0,8,2,0,0.0,1,50.0,5,53,23,0,0,0,1,5,0.02,0.0,0.0
ENG-Premier League,2425,Crystal Palace,Ben Chilwell,ENG,DF,27.0,1996.0,8,1,259,2.9,1,0,1,1,0,0,1,0,0.2,0.2,0.8,1.0,5,8,15,0.35,0.0,0.35,0.35,0.35,0.08,0.26,0.34,0.08,0.34,20,3,4,42.9,125,95,30,6,1,0,7,24,0,175,10,63,76,42,3,175,6,2,33.3,3,50.0,68,354,243,2,1,4,2,68,0.05,0.8,0.8
ENG-Premier League,2425,Crystal Palace,Caleb Kporha,ENG,DF,18.0,2006.0,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0.0,7,6,1,0,0,0,2,1,0,11,1,4,2,5,0,11,0,0,,0,,4,46,36,1,0,0,2,3,,0.0,0.0
ENG-Premier League,2425,Crystal Palace,Chadi Riad,MAR,DF,21.0,2003.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,4,33.3,82,82,0,0,0,1,0,0,0,90,5,41,49,1,0,90,0,0,,0,,58,318,232,0,0,1,0,69,,0.0,0.0
ENG-Premier League,2425,Crystal Palace,Cheick Doucouré,MLI,MF,24.0,2000.0,13,4,452,5.0,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,2,19,7,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,31,5,5,50.0,204,201,3,3,0,0,1,0,0,263,11,56,165,45,4,263,5,2,40.0,2,40.0,133,581,280,7,1,4,7,160,0.06,-0.4,-0.4
ENG-Premier League,2425,Crystal Palace,Chris Richards,USA,DF,24.0,2000.0,24,22,1922,21.4,1,0,1,1,0,0,4,1,1.4,1.4,0.1,1.5,6,39,2,0.05,0.0,0.05,0.05,0.05,0.06,0.0,0.07,0.06,0.07,51,48,41,53.9,857,818,37,18,2,5,5,17,0,1118,134,611,439,74,19,1118,6,1,16.7,5,83.3,517,2316,964,5,0,5,5,614,0.12,-0.4,-0.4
ENG-Premier League,2425,Crystal Palace,Daichi Kamada,JPN,MF,27.0,1996.0,34,15,1564,17.4,0,0,0,0,0,0,4,1,1.1,1.1,1.9,3.0,25,89,56,0.0,0.0,0.0,0.0,0.0,0.06,0.11,0.17,0.06,0.17,89,4,13,23.5,752,720,31,11,4,5,31,2,16,937,19,208,496,240,32,937,19,7,36.8,9,47.4,485,2295,1121,19,6,16,20,600,0.05,-1.1,-1.1
ENG-Premier League,2425,Crystal Palace,Daniel Muñoz,COL,DF,28.0,1996.0,37,37,3228,35.9,4,5,9,4,0,0,10,0,4.9,4.9,5.5,10.5,62,97,206,0.11,0.14,0.25,0.11,0.25,0.14,0.15,0.29,0.14,0.29,171,58,78,42.6,1492,1182,304,27,2,2,74,275,2,2010,119,568,826,637,107,2010,56,21,37.5,33,58.9,806,4046,1797,40,18,55,20,956,0.13,-0.9,-0.9
ENG-Premier League,2425,Crystal Palace,Dean Henderson,ENG,GK,27.0,1997.0,38,38,3420,38.0,0,0,0,0,0,0,3,0,0.0,0.0,0.2,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,11,1,91.7,1216,842,373,100,0,0,0,0,0,1308,1065,1303,4,1,1,1308,0,0,,0,,751,4483,2136,0,0,2,0,580,0.01,0.0,0.0
ENG-Premier League,2425,Crystal Palace,Eberechi Eze,ENG,"MF,FW",26.0,1998.0,34,31,2588,28.8,8,8,16,7,1,2,1,0,10.5,8.9,6.2,15.1,69,97,153,0.28,0.28,0.56,0.24,0.52,0.36,0.22,0.58,0.31,0.53,146,7,37,15.9,1047,849,180,70,11,6,112,3,62,1414,17,193,661,597,95,1412,138,67,48.6,62,44.9,840,5063,2380,48,22,55,45,907,0.09,-2.5,-1.9
ENG-Premier League,2425,Crystal Palace,Eddie Nketiah,ENG,"FW,MF",25.0,1999.0,29,9,1034,11.5,3,1,4,3,0,0,6,1,5.8,5.8,1.7,7.4,41,19,79,0.26,0.09,0.35,0.26,0.35,0.5,0.15,0.65,0.5,0.65,26,21,38,35.6,241,229,12,0,2,0,5,1,0,412,11,47,176,198,67,412,31,11,35.5,16,51.6,246,1713,878,25,14,34,17,294,0.13,-2.8,-2.8
ENG-Premier League,2425,Crystal Palace,Ismaila Sarr,SEN,MF,26.0,1998.0,38,30,2711,30.1,8,6,14,8,0,0,4,0,10.7,10.7,8.5,19.2,75,85,183,0.27,0.2,0.46,0.27,0.46,0.35,0.28,0.64,0.35,0.64,113,37,52,41.6,742,735,2,0,13,1,55,2,0,1091,48,180,411,511,135,1091,61,17,27.9,35,57.4,607,3721,2108,47,28,70,43,739,0.19,-2.7,-2.7
ENG-Premier League,2425,Crystal Palace,Jean-Philippe Mateta,FRA,FW,27.0,1997.0,37,33,2648,29.4,14,2,16,12,2,2,2,0,13.5,11.9,3.2,15.1,45,52,122,0.48,0.07,0.54,0.41,0.48,0.46,0.11,0.57,0.41,0.51,68,63,107,37.1,447,438,8,0,7,0,26,0,0,739,26,64,350,340,94,737,46,20,43.5,22,47.8,400,2143,1048,22,10,72,45,539,0.18,0.5,0.1
ENG-Premier League,2425,Crystal Palace,Jefferson Lerma,COL,"MF,DF",29.0,1994.0,33,26,2274,25.3,0,1,1,0,0,0,9,0,1.1,1.1,1.6,2.7,13,97,26,0.0,0.04,0.04,0.0,0.04,0.04,0.06,0.11,0.04,0.11,154,41,39,51.3,1121,1052,61,13,9,8,12,46,0,1406,124,469,703,244,29,1406,13,7,53.8,4,30.8,649,2478,1100,11,0,15,18,803,0.04,-1.1,-1.1
ENG-Premier League,2425,Crystal Palace,Jeffrey Schlupp,GHA,"MF,DF",31.0,1992.0,12,0,103,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,4,5,9,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.28,0.14,0.28,6,3,4,42.9,50,47,3,0,0,0,4,3,0,79,2,9,31,41,6,79,1,1,100.0,0,0.0,30,150,67,1,1,7,0,41,0.04,-0.2,-0.2
ENG-Premier League,2425,Crystal Palace,Joachim Andersen,DEN,DF,28.0,1996.0,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,4,1,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,7,2,0,100.0,83,81,2,1,0,0,1,0,1,93,14,38,50,5,0,93,0,0,,0,,49,189,103,1,0,0,1,67,0.04,0.0,0.0
ENG-Premier League,2425,Crystal Palace,Joel Ward,ENG,DF,34.0,1989.0,2,1,71,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,7,1,0,100.0,24,24,0,0,0,0,0,0,0,32,3,17,15,1,0,32,1,0,0.0,1,100.0,15,43,15,0,0,0,0,16,,0.0,0.0
ENG-Premier League,2425,Crystal Palace,Jordan Ayew,GHA,"FW,MF",32.0,1991.0,1,0,21,0.2,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,0,0,1,0.0,0.0,0.0,0.0,0.0,1.96,0.21,2.17,1.96,2.17,1,1,1,50.0,10,8,2,0,0,1,1,0,1,12,0,0,7,5,1,12,0,0,,0,,6,25,12,0,0,0,1,9,0.46,-0.5,-0.5
ENG-Premier League,2425,Crystal Palace,Justin Devenny,NIR,MF,20.0,2003.0,23,4,507,5.6,1,1,2,1,0,0,1,0,0.8,0.8,0.6,1.4,5,21,13,0.18,0.18,0.36,0.18,0.36,0.14,0.11,0.25,0.14,0.25,27,2,13,13.3,205,184,19,7,1,1,17,0,9,279,8,53,149,83,8,279,4,2,50.0,2,50.0,134,701,333,5,1,17,3,167,0.08,0.2,0.2
ENG-Premier League,2425,Crystal Palace,Marc Guéhi,ENG,DF,24.0,2000.0,34,34,3059,34.0,3,2,5,3,0,0,9,1,2.0,2.0,1.8,3.7,22,134,10,0.09,0.06,0.15,0.09,0.15,0.06,0.05,0.11,0.06,0.11,146,68,58,54.0,1765,1664,95,76,7,14,13,6,0,2131,311,1051,943,148,39,2131,15,12,80.0,2,13.3,1142,5574,2935,17,1,16,18,1330,0.13,1.0,1.0
ENG-Premier League,2425,Crystal Palace,Matheus França,BRA,"MF,FW",20.0,2004.0,4,0,55,0.6,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,4,3,4,1.64,0.0,1.64,1.64,1.64,0.42,0.0,0.42,0.42,0.42,3,1,2,33.3,17,14,1,0,0,0,1,0,0,33,2,5,11,17,7,33,0,0,,0,,20,130,85,1,3,2,0,22,0.04,0.7,0.7
ENG-Premier League,2425,Crystal Palace,Maxence Lacroix,FRA,DF,24.0,2000.0,35,35,3116,34.6,1,1,2,1,0,0,5,0,3.4,3.4,1.0,4.4,8,65,7,0.03,0.03,0.06,0.03,0.06,0.1,0.03,0.13,0.1,0.13,130,60,50,54.5,1477,1433,44,40,3,7,7,2,0,1934,362,1184,672,85,45,1934,14,8,57.1,4,28.6,1030,4806,2203,6,0,21,6,1136,0.11,-2.4,-2.4
